,pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url,hp_norm,atk_norm,def_norm,sp_atk_norm,sp_def_norm,speed_norm
1236,10212,Corviknight-Gmax,Flying,Steel,98,87,105,53,85,67,495,14.0,1000.0,248.0,"['pressure', 'unnerve', 'mirror-armor']",mirror-armor,generation-8,,,False,purple,wings,flying,,medium-slow,45,50,Raven Pokémon,434,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10212.png,0.3818897637795275,0.4432432432432432,0.4081632653061224,0.2087378640776699,0.2826086956521739,0.3179487179487179
1237,10213,Orbeetle-Gmax,Bug,Psychic,60,45,110,80,120,90,505,14.0,1000.0,253.0,"['swarm', 'frisk', 'telepathy']",telepathy,generation-8,,,False,red,wings,bug,,medium,45,50,Seven Spot Pokémon,435,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10213.png,0.2322834645669291,0.2162162162162162,0.4285714285714285,0.3398058252427184,0.4347826086956521,0.4358974358974359
1238,10214,Drednaw-Gmax,Water,Rock,90,115,90,48,68,74,485,24.0,1000.0,170.0,"['strong-jaw', 'shell-armor', 'swift-swim']",swift-swim,generation-8,,,False,green,quadruped,monster|water1,,medium,75,50,Bite Pokémon,439,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10214.png,0.3503937007874015,0.5945945945945946,0.3469387755102041,0.1844660194174757,0.208695652173913,0.3538461538461538
1239,10215,Coalossal-Gmax,Rock,Fire,110,80,120,80,90,30,510,42.0,1000.0,255.0,"['steam-engine', 'flame-body', 'flash-fire']",flash-fire,generation-8,,,False,black,humanoid,mineral,,medium-slow,45,50,Coal Pokémon,441,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10215.png,0.4291338582677165,0.4054054054054054,0.4693877551020408,0.3398058252427184,0.3043478260869565,0.1282051282051282
1240,10216,Flapple-Gmax,Grass,Dragon,70,110,80,95,60,70,485,24.0,1000.0,170.0,"['ripen', 'gluttony', 'hustle']",hustle,generation-8,,,False,green,wings,plant|dragon,,slow-then-very-fast,45,50,Apple Wing Pokémon,442,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10216.png,0.2716535433070866,0.5675675675675675,0.3061224489795918,0.4126213592233009,0.1739130434782608,0.3333333333333333
1241,10217,Appletun-Gmax,Grass,Dragon,110,85,80,100,80,30,485,24.0,1000.0,170.0,"['ripen', 'gluttony', 'thick-fat']",thick-fat,generation-8,,,False,green,quadruped,plant|dragon,,slow-then-very-fast,45,50,Apple Nectar Pokémon,442,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10217.png,0.4291338582677165,0.4324324324324324,0.3061224489795918,0.4368932038834951,0.2608695652173913,0.1282051282051282
1242,10218,Sandaconda-Gmax,Ground,None,72,107,125,65,70,71,510,22.0,1000.0,179.0,"['sand-spit', 'shed-skin', 'sand-veil']",sand-veil,generation-8,,,False,green,squiggle,ground|dragon,,medium,120,50,Sand Snake Pokémon,443,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10218.png,0.2795275590551181,0.5513513513513514,0.4897959183673469,0.2669902912621359,0.217391304347826,0.3384615384615385
1243,10219,Toxtricity-Amped-Gmax,Electric,Poison,75,98,70,114,70,75,502,24.0,1000.0,176.0,"['punk-rock', 'plus', 'technician']",technician,generation-8,,,False,purple,upright,humanshape,,medium-slow,45,50,Punk Pokémon,446,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10219.png,0.2913385826771653,0.5027027027027027,0.2653061224489796,0.5048543689320388,0.217391304347826,0.358974358974359
1244,10220,Centiskorch-Gmax,Fire,Bug,100,115,65,90,90,65,525,75.0,1000.0,184.0,"['flash-fire', 'white-smoke', 'flame-body']",flame-body,generation-8,,,False,red,tentacles,bug,,medium,75,50,Radiator Pokémon,447,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10220.png,0.389763779527559,0.5945945945945946,0.2448979591836734,0.3883495145631068,0.3043478260869565,0.3076923076923077
1245,10221,Hatterene-Gmax,Psychic,Fairy,57,90,95,136,103,29,510,26.0,1000.0,255.0,"['healer', 'anticipation', 'magic-bounce']",magic-bounce,generation-8,,,False,pink,blob,fairy,,slow,45,50,Silent Pokémon,450,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10221.png,0.2204724409448819,0.4594594594594595,0.3673469387755102,0.6116504854368932,0.3608695652173913,0.123076923076923
1246,10222,Grimmsnarl-Gmax,Dark,Fairy,95,120,65,95,75,60,510,32.0,1000.0,255.0,"['prankster', 'frisk', 'pickpocket']",pickpocket,generation-8,,,False,purple,humanoid,fairy|humanshape,,medium,45,50,Bulk Up Pokémon,451,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10222.png,0.3700787401574803,0.6216216216216216,0.2448979591836734,0.4126213592233009,0.2391304347826087,0.282051282051282
1247,10223,Alcremie-Gmax,Fairy,None,65,60,75,110,121,64,495,30.0,1000.0,173.0,"['sweet-veil', 'aroma-veil']",aroma-veil,generation-8,,,False,white,blob,fairy|indeterminate,,medium,100,50,Cream Pokémon,452,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10223.png,0.2519685039370078,0.2972972972972973,0.2857142857142857,0.4854368932038835,0.4391304347826087,0.3025641025641025
1248,10224,Copperajah-Gmax,Steel,None,122,130,69,80,69,30,500,23.0,1000.0,175.0,"['sheer-force', 'heavy-metal']",heavy-metal,generation-8,,,False,green,quadruped,ground|mineral,,medium,90,50,Copperderm Pokémon,460,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10224.png,0.4763779527559055,0.6756756756756757,0.2612244897959184,0.3398058252427184,0.2130434782608695,0.1282051282051282
1249,10225,Duraludon-Gmax,Steel,Dragon,70,95,115,120,50,85,535,43.0,1000.0,187.0,"['light-metal', 'heavy-metal', 'stalwart']",stalwart,generation-8,,,False,white,upright,mineral|dragon,,medium,45,50,Alloy Pokémon,465,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10225.png,0.2716535433070866,0.4864864864864865,0.4489795918367347,0.5339805825242718,0.1304347826086956,0.4102564102564102
1250,10226,Urshifu-Single-Strike-Gmax,Fighting,Dark,100,130,100,63,60,97,550,29.0,1000.0,275.0,['unseen-fist'],,generation-8,,,False,gray,humanoid,no-eggs,,slow,3,50,Wushu Pokémon,470,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10226.png,0.389763779527559,0.6756756756756757,0.3877551020408163,0.2572815533980582,0.1739130434782608,0.4717948717948718
1251,10227,Urshifu-Rapid-Strike-Gmax,Fighting,Water,100,130,100,63,60,97,550,26.0,1000.0,275.0,['unseen-fist'],,generation-8,,,False,gray,humanoid,no-eggs,,slow,3,50,Wushu Pokémon,470,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10227.png,0.389763779527559,0.6756756756756757,0.3877551020408163,0.2572815533980582,0.1739130434782608,0.4717948717948718
1252,10228,Toxtricity-Low-Key-Gmax,Electric,Poison,75,98,70,114,70,75,502,24.0,1000.0,176.0,"['punk-rock', 'minus', 'technician']",technician,generation-8,,,False,purple,upright,humanshape,,medium-slow,45,50,Punk Pokémon,446,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10228.png,0.2913385826771653,0.5027027027027027,0.2653061224489796,0.5048543689320388,0.217391304347826,0.358974358974359
1253,10229,Growlithe-Hisui,Fire,Rock,60,75,45,65,50,55,350,0.8,22.7,70.0,"['intimidate', 'flash-fire', 'rock-head']",rock-head,generation-1,,,False,brown,quadruped,ground,grassland,slow,190,70,Puppy Pokémon,25,Very protective of its territory. It will bark and bite to repel intruders from its space.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10229.png,0.2322834645669291,0.3783783783783784,0.1632653061224489,0.2669902912621359,0.1304347826086956,0.2564102564102564
1254,10230,Arcanine-Hisui,Fire,Rock,95,115,80,95,80,90,555,2.0,168.0,194.0,"['intimidate', 'flash-fire', 'rock-head']",rock-head,generation-1,,,False,brown,quadruped,ground,grassland,slow,75,70,Legendary Pokémon,25,A POKéMON that has been admired since the past for its beauty. It runs agilely as if on wings.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10230.png,0.3700787401574803,0.5945945945945946,0.3061224489795918,0.4126213592233009,0.2608695652173913,0.4358974358974359
1255,10231,Voltorb-Hisui,Electric,Grass,40,30,50,55,55,100,330,0.5,13.0,66.0,"['soundproof', 'static', 'aftermath']",aftermath,generation-1,,,False,red,ball,mineral,urban,medium,190,70,Ball Pokémon,44,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10231.png,0.1535433070866141,0.1351351351351351,0.1836734693877551,0.2184466019417475,0.1521739130434782,0.4871794871794871
1256,10232,Electrode-Hisui,Electric,Grass,60,50,70,80,80,150,490,1.2,71.0,172.0,"['soundproof', 'static', 'aftermath']",aftermath,generation-1,,,False,red,ball,mineral,urban,medium,60,70,Ball Pokémon,44,It stores electric energy under very high pressure. It often explodes with little or no provocation.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10232.png,0.2322834645669291,0.2432432432432432,0.2653061224489796,0.3398058252427184,0.2608695652173913,0.7435897435897436
1257,10233,Typhlosion-Hisui,Fire,Ghost,73,84,78,119,85,95,534,1.6,69.8,240.0,"['blaze', 'frisk']",frisk,generation-2,,,False,yellow,quadruped,ground,grassland,medium-slow,45,70,Volcano Pokémon,80,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10233.png,0.2834645669291338,0.427027027027027,0.2979591836734694,0.529126213592233,0.2826086956521739,0.4615384615384615
1258,10234,Qwilfish-Hisui,Dark,Poison,65,95,85,55,55,85,440,0.5,3.9,88.0,"['poison-point', 'swift-swim', 'intimidate']",intimidate,generation-2,,,False,gray,fish,water2,sea,medium,45,70,Balloon Pokémon,106,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10234.png,0.2519685039370078,0.4864864864864865,0.3265306122448979,0.2184466019417475,0.1521739130434782,0.4102564102564102
1259,10235,Sneasel-Hisui,Fighting,Poison,55,95,55,35,75,115,430,0.9,27.0,86.0,"['inner-focus', 'keen-eye', 'pickpocket']",pickpocket,generation-2,,,False,black,upright,ground,forest,medium-slow,60,35,Sharp Claw Pokémon,109,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10235.png,0.2125984251968504,0.4864864864864865,0.2040816326530612,0.1213592233009708,0.2391304347826087,0.5641025641025641
1260,10236,Samurott-Hisui,Water,Dark,90,108,80,100,65,85,528,1.5,58.2,238.0,"['torrent', 'sharpness']",sharpness,generation-5,,,False,blue,quadruped,ground,,medium-slow,45,70,Formidable Pokémon,258,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10236.png,0.3503937007874015,0.5567567567567567,0.3061224489795918,0.4368932038834951,0.1956521739130435,0.4102564102564102
1261,10237,Lilligant-Hisui,Grass,Fighting,70,105,75,50,75,105,480,1.2,19.2,168.0,"['chlorophyll', 'hustle', 'leaf-guard']",leaf-guard,generation-5,,,False,green,blob,plant,,medium,75,70,Flowering Pokémon,279,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10237.png,0.2716535433070866,0.5405405405405406,0.2857142857142857,0.1941747572815534,0.2391304347826087,0.5128205128205128
1262,10238,Zorua-Hisui,Normal,Ghost,35,60,40,85,40,70,330,0.7,12.5,66.0,['illusion'],,generation-5,,,False,gray,quadruped,ground,,medium-slow,75,70,Tricky Fox Pokémon,291,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10238.png,0.1338582677165354,0.2972972972972973,0.1428571428571428,0.3640776699029126,0.0869565217391304,0.3333333333333333
1263,10239,Zoroark-Hisui,Normal,Ghost,55,100,60,125,60,110,510,1.6,73.0,179.0,['illusion'],,generation-5,,,False,gray,upright,ground,,medium-slow,45,70,Illusion Fox Pokémon,291,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10239.png,0.2125984251968504,0.5135135135135135,0.2244897959183673,0.558252427184466,0.1739130434782608,0.5384615384615384
1264,10240,Braviary-Hisui,Psychic,Flying,110,83,70,112,70,65,510,1.7,43.4,179.0,"['keen-eye', 'sheer-force', 'tinted-lens']",tinted-lens,generation-5,,,False,red,wings,flying,,slow,60,70,Valiant Pokémon,319,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10240.png,0.4291338582677165,0.4216216216216216,0.2653061224489796,0.4951456310679611,0.217391304347826,0.3076923076923077
1265,10241,Sliggoo-Hisui,Steel,Dragon,58,75,83,83,113,40,452,0.7,68.5,158.0,"['sap-sipper', 'shell-armor', 'gooey']",gooey,generation-6,,,False,purple,squiggle,dragon,,slow,45,35,Soft Tissue Pokémon,362,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10241.png,0.2244094488188976,0.3783783783783784,0.3183673469387755,0.3543689320388349,0.4043478260869565,0.1794871794871795
1266,10242,Goodra-Hisui,Steel,Dragon,80,100,100,110,150,60,600,1.7,334.1,270.0,"['sap-sipper', 'shell-armor', 'gooey']",gooey,generation-6,,,False,purple,upright,dragon,,slow,45,35,Dragon Pokémon,362,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10242.png,0.3110236220472441,0.5135135135135135,0.3877551020408163,0.4854368932038835,0.5652173913043478,0.282051282051282
1267,10243,Avalugg-Hisui,Ice,Rock,95,127,184,34,36,38,514,1.4,262.4,180.0,"['strong-jaw', 'ice-body', 'sturdy']",sturdy,generation-6,,,False,blue,quadruped,monster|mineral,,medium,55,70,Iceberg Pokémon,366,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10243.png,0.3700787401574803,0.6594594594594595,0.7306122448979592,0.116504854368932,0.0695652173913043,0.1692307692307692
